"","Phenotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g__Meiothermus4","no_B_cell",1.21766448077505,-0.0958076732552173,0.272702489001033,-0.351326728282463,0.725343245118394,0.999766123505785
"g__Thermus6","no_B_cell",4.36887552712745,-0.449597587758005,0.217116157170974,-2.07076982946026,0.0383803109836687,0.274306340265632
"k__Bacteria_p__Acidobacteria_c__DA052_o__Ellin6513_f___g__1","no_B_cell",1.01309953144237,0.141894440799965,0.266959879678466,0.531519721131379,0.595058678900863,0.999766123505785
"g__Actinomyces5","no_B_cell",2.02860440997508,-0.0130455369517479,0.197718654401515,-0.0659803041409327,0.947393506298136,0.999766123505785
"g__Brevibacterium6","no_B_cell",2.09822032620335,-0.0653786768396081,0.198281902741093,-0.329725889936493,0.741607089418818,0.999766123505785
"g__Cellulomonas3","no_B_cell",1.02992945954208,-0.0367413507163678,0.279286043613986,-0.131554553320787,0.895336634196749,0.999766123505785
"g__Corynebacterium6","no_B_cell",6.8767922092974,-0.301865663864846,0.214370827424499,-1.40814712286895,0.15908750991218,0.729401224691693
"g__Brachybacterium1","no_B_cell",1.0131050286353,-0.0112066748724129,0.279204987848229,-0.0401378032634025,0.967983263426881,0.999766123505785
"g__Dietzia1","no_B_cell",1.01069661113239,-0.00752159444001769,0.279218562680855,-0.0269380171855366,0.978509171181351,0.999766123505785
"g__Blastococcus1","no_B_cell",1.00829226438877,-0.00382714712935998,0.279237511195011,-0.0137057056302411,0.989064771440953,0.999766123505785
"g__Glycomyces1","no_B_cell",1.00829564943727,-0.00382720498125071,0.279237518640094,-0.013705912442889,0.989064606443832,0.999766123505785
"k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Microbacteriaceae_g__3","no_B_cell",1.03475341641203,-0.0439550455834286,0.279388032398465,-0.157326157481003,0.874987806264624,0.999766123505785
"g__Leucobacter5","no_B_cell",2.0261847627841,-0.0112063958221177,0.197709557813031,-0.0566811030588383,0.954799227386075,0.999766123505785
"k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Micrococcaceae_g__1","no_B_cell",1.01309953144237,0.141894440799965,0.266959879678466,0.531519721131379,0.595058678900863,0.999766123505785
"g__Arthrobacter1","no_B_cell",1.00588670511393,-0.000123193698621629,0.27926181636203,-0.000441140504729523,0.999648020813548,0.999766123505785
"g__Kocuria1","no_B_cell",1.00829564943727,-0.00382720498125071,0.279237518640094,-0.013705912442889,0.989064606443832,0.999766123505785
"g__Microbispora1","no_B_cell",1.00829226438877,-0.00382714712935997,0.279237511195022,-0.0137057056302405,0.989064771440953,0.999766123505785
"g__Micrococcus6","no_B_cell",2.03582294032015,-0.0185484935758252,0.197788771066387,-0.093779305447019,0.925284471086685,0.999766123505785
"g__Rothia5","no_B_cell",2.02621151773854,0.0152968422839535,0.196171521124433,0.0779768755233876,0.93784644763177,0.999766123505785
"g__Mycobacterium6","no_B_cell",5.1279849024888,-0.0302179162432743,0.125420420040857,-0.240932985501328,0.809607056316631,0.999766123505785
"g__Rhodococcus4","no_B_cell",2.01177341022785,-0.000123192601621598,0.197755736674812,-0.00062295336506053,0.999502955160066,0.999766123505785
"g__Propionibacterium1","no_B_cell",1.00828932642042,-0.00382709678805872,0.279237504717406,-0.0137055256668756,0.989064915017458,0.999766123505785
"k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Sporichthyaceae_g__3","no_B_cell",1.04912721185138,-0.065379490537903,0.280126791358056,-0.233392494237852,0.81545664099223,0.999766123505785
"k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__3","no_B_cell",1.03476715575629,0.00855647215756818,0.274695732723564,0.0311489081855482,0.975150785481472,0.999766123505785
"g__Bifidobacterium6","no_B_cell",74.8253091905176,0.219060828261546,0.322591492257823,0.679065733346952,0.497096213164194,0.999766123505785
"k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__6","no_B_cell",105.530559411514,0.453018050993483,0.383284573914393,1.18193656052191,0.237230873820388,0.907291755171914
"g__Adlercreutzia6","no_B_cell",24.4623672698713,0.445454639374645,0.134457080017767,3.31298760404275,0.00092305070884658,0.0131941954264541
"k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f___g__6","no_B_cell",296.152161975671,1.34653157858553,0.431124694622086,3.12329958219134,0.00178835615263527,0.0206938354804938
"k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Barnesiellaceae]_g__1","no_B_cell",1.01070205212639,0.0450820733332835,0.27492066874605,0.163982117237343,0.869745221615133,0.999766123505785
"g__Odoribacter6","no_B_cell",177.460696631926,-0.0278024718977065,0.37156822814575,-0.0748246749633309,0.940354209065073,0.999766123505785
"g__Paraprevotella1","no_B_cell",1.01068985225257,-0.00752147814787542,0.279218547615551,-0.0269376021475176,0.978509502213651,0.999766123505785
"g__Bacteroides6","no_B_cell",2017.01231295768,1.02011035971147,0.264723078173985,3.85349991677349,0.000116441303010647,0.0023579363859656
"g__Parabacteroides6","no_B_cell",751.06079581928,0.634130067357786,0.319825983898828,1.98273467223471,0.0473970745289328,0.329071117443733
"g__Prevotella6","no_B_cell",955.866545318245,-5.94540457349663,0.532035490747186,-11.1748270122863,5.41557863207385e-29,1.31598560759395e-26
"k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__6","no_B_cell",709.738936039101,1.25614084551833,0.282578377121223,4.44528296296167,8.77762572052014e-06,0.00021329630500864
"g__AF126","no_B_cell",161.281555144305,-0.649868719411127,0.398679009109862,-1.63005501810116,0.103089869444502,0.556685295000308
"g__Alistipes6","no_B_cell",2.49521119935249,-0.110235051814226,0.185821144908071,-0.593232012797906,0.553025891207286,0.999766123505785
"k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__S24-7_g__6","no_B_cell",5506.27072488117,0.403313518324705,0.275060462097663,1.46627223428973,0.142574136556398,0.692910303664095
"g__Hymenobacter1","no_B_cell",1.01070249277158,-0.00752169537775655,0.279218575759015,-0.0269383774246033,0.978508883856431,0.999766123505785
"g__Chryseobacterium6","no_B_cell",3.03448427317316,-0.00875087021253578,0.161587807841237,-0.0541555104277029,0.956811266170536,0.999766123505785
"g__Cloacibacterium3","no_B_cell",1.02750086723783,-0.0331206189571601,0.279251375993754,-0.118605034046102,0.905588276915815,0.999766123505785
"g__Wautersiella1","no_B_cell",1.00829165812316,-0.00382713675108475,0.279237509859546,-0.0137056685293096,0.989064801040433,0.999766123505785
"k__Bacteria_p__Bacteroidetes_c__Flavobacteriia_o__Flavobacteriales_f__Flavobacteriaceae_g__4","no_B_cell",2.01659597455277,-0.00382726554842217,0.197741154144088,-0.0193549267222005,0.984557966930445,0.999766123505785
"k__Bacteria_p__Bacteroidetes_c__Sphingobacteriia_o__Sphingobacteriales_f__Sphingobacteriaceae_g__3","no_B_cell",1.02753673858751,-0.0331213143703573,0.279251481879554,-0.118607479349539,0.90558633952109,0.999766123505785
"g__Mucilaginibacter1","no_B_cell",1.00588670511393,-0.000123193698621629,0.27926181636203,-0.000441140504729523,0.999648020813548,0.999766123505785
"g__Sphingobacterium1","no_B_cell",1.01551725531757,-0.0148824320964539,0.279181024684478,-0.0533074628308768,0.95748693417902,0.999766123505785
"g__Chlamydia2","no_B_cell",1.02512399748503,-0.029491795280692,0.279102015609999,-0.105666722672122,0.915846783955297,0.999766123505785
"k__Bacteria_p__Chloroflexi_c__Anaerolineae_o__Caldilineales_f__Caldilineaceae_g__1","no_B_cell",1.01310338293845,-0.011206646424193,0.279204984121851,-0.040137701909011,0.967983344230869,0.999766123505785
"k__Bacteria_p__Cyanobacteria_c__4C0d-2_o__MLE1-12_f___g__2","no_B_cell",1.02510767556588,-0.029491468922714,0.279225894322167,-0.105618674780524,0.91588490729604,0.999766123505785
"k__Bacteria_p__Cyanobacteria_c__4C0d-2_o__YS2_f___g__6","no_B_cell",25.9181851895648,0.616449864640492,0.19933527799113,3.09252767925968,0.00198459724988047,0.0219207787145888
"k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__CAB-I_f___g__4","no_B_cell",2.01177341022785,-0.000123192601621598,0.197755736674812,-0.00062295336506053,0.999502955160066,0.999766123505785
"k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__Stramenopiles_f___g__1","no_B_cell",1.01069525599956,0.096091213262892,0.270850349795126,0.354776035310925,0.722757383094578,0.999766123505785
"k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__Streptophyta_f___g__6","no_B_cell",5.12323091504364,-0.01812180105213,0.124900011084332,-0.145090467925533,0.884639444146462,0.999766123505785
"g__Prochlorococcus1","no_B_cell",1.00829532005444,-0.00382719935899744,0.279237517916515,-0.0137058923441,0.989064622478839,0.999766123505785
"g__Mucispirillum6","no_B_cell",492.554967574306,-1.05593126460974,0.415684710884147,-2.54022155966192,0.0110782264933094,0.0841252824335681
"k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f___g__6","no_B_cell",2.02861186186964,-0.0130456188741325,0.197713712315222,-0.0659823677445976,0.947391863360821,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Bacillaceae_g__1","no_B_cell",1.01069194772691,-0.00752151423659879,0.279218552290467,-0.0269377309455221,0.97850939948499,0.999766123505785
"g__Anoxybacillus6","no_B_cell",2.06467546644351,-0.0403525289352379,0.197840638231767,-0.203964813780906,0.838380995410628,0.999766123505785
"g__Bacillus6","no_B_cell",17.2563547797306,-0.0142343779481355,0.0673314191374636,-0.211407662729856,0.832569177875176,0.999766123505785
"g__Geobacillus6","no_B_cell",9.20452670246662,-0.520575494206761,0.190132616033811,-2.73795998322659,0.00618215978713844,0.0500754942758214
"g__Oceanobacillus6","no_B_cell",2.04298921077884,-0.0240299212626158,0.197794945648455,-0.121489056172976,0.903303682406557,0.999766123505785
"g__Aneurinibacillus1","no_B_cell",1.01310156414162,-0.0112066149689302,0.279204980001732,-0.0401375898412009,0.967983433576047,0.999766123505785
"g__Brevibacillus3","no_B_cell",1.04441895523272,-0.0582757296647439,0.279782853472316,-0.208289139028708,0.835003211481337,0.999766123505785
"g__Paenibacillus1","no_B_cell",1.0179199142033,-0.0185486842102438,0.279151928761666,-0.0664465557967908,0.94702230590813,0.999766123505785
"g__Thermobacillus1","no_B_cell",1.00829226438877,-0.00382714712935997,0.279237511195022,-0.0137057056302406,0.989064771440953,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Planococcaceae_g__6","no_B_cell",7.40142922083093,-0.0774639362971395,0.112020366457694,-0.691516540667581,0.489240989730172,0.999766123505785
"g__Lysinibacillus2","no_B_cell",1.02510290162121,-0.0294914197332385,0.279118459106221,-0.105659152130871,0.915852790747625,0.999766123505785
"g__Paenisporosarcina1","no_B_cell",1.00828827868325,-0.0038270788060067,0.279237502403806,-0.0137054613834511,0.989064966303393,0.999766123505785
"g__Planomicrobium1","no_B_cell",1.01069782366361,-0.00752161526869324,0.279218565379411,-0.0269380915215026,0.978509111891347,0.999766123505785
"g__Rummeliibacillus5","no_B_cell",2.02378160643656,-0.00936508427171208,0.197720539251786,-0.0473652575860426,0.962222118357249,0.999766123505785
"g__Sporosarcina6","no_B_cell",6.34766162540587,-0.0783106038644074,0.118079597789484,-0.663201817506374,0.507201307621131,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Planococcaceae_g__Staphylococcus1","no_B_cell",1.01069782366361,-0.00752161526869323,0.279218565379411,-0.0269380915215026,0.978509111891347,0.999766123505785
"g__Jeotgalicoccus4","no_B_cell",1.12370272574408,0.955740573090224,0.20521310744706,4.65730763975095,3.20371530114092e-06,8.65003131308047e-05
"g__Macrococcus1","no_B_cell",1.01550510120515,-0.0148822226220501,0.279180997172628,-0.0533067177664957,0.957487527810342,0.999766123505785
"g__Salinicoccus1","no_B_cell",1.01069782366361,-0.00752161526869323,0.279218565379411,-0.0269380915215026,0.978509111891347,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Staphylococcaceae_g__Staphylococcus6","no_B_cell",23.5090619625858,-0.145350421771287,0.0843317389334429,-1.72355537321484,0.0847881407162889,0.47915158590833
"k__Bacteria_p__Firmicutes_c__Bacilli_o__Gemellales_f___g__1","no_B_cell",1.00829459894275,-0.00382718704501221,0.279237516331719,-0.0137058483232809,0.989064657599072,0.999766123505785
"g__Gemella3","no_B_cell",1.02752987585676,-0.0331212109434842,0.279062782494025,-0.11868730988588,0.905523090722225,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f___g__6","no_B_cell",4.1101789198968,-0.0198310872731994,0.139426799283913,-0.142232966510388,0.886895992980582,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Aerococcaceae_g__6","no_B_cell",3.13551785865371,0.58418120598699,0.135346965646543,4.31617512218612,1.58756048332154e-05,0.000350706543133758
"g__Aerococcus6","no_B_cell",4.22880525164302,-0.201704428566677,0.235384063096835,-0.856916249609038,0.391491171609634,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Carnobacteriaceae_g__1","no_B_cell",1.01310338293845,-0.0112066466889973,0.279194477991419,-0.0401392132452623,0.967982139330005,0.999766123505785
"g__Granulicatella1","no_B_cell",1.00828827868325,-0.0038270788060067,0.279237502403806,-0.0137054613834511,0.989064966303393,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Enterococcaceae_g__1","no_B_cell",1.00829226438877,-0.00382714712935997,0.279237511195011,-0.0137057056302411,0.989064771440953,0.999766123505785
"g__Enterococcus6","no_B_cell",11.8879409781692,-0.12091191781551,0.135892072336243,-0.889764323531201,0.373592446957928,0.999766123505785
"g__Tetragenococcus6","no_B_cell",2.94468441406036,-0.233315139641312,0.228322904469596,-1.02186480232158,0.306844893410906,0.999766123505785
"g__Lactobacillus6","no_B_cell",1031.90787905577,-0.169025784664501,0.337604358609183,-0.500662329600337,0.6166087881253,0.999766123505785
"g__Pediococcus1","no_B_cell",1.00829564943727,-0.00382720498125071,0.279237518640094,-0.013705912442889,0.989064606443832,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Leuconostocaceae_g__6","no_B_cell",2.70394318793019,-0.454233152477509,0.259828965622582,-1.74820059568459,0.0804292985015328,0.465340941330297
"g__Leuconostoc6","no_B_cell",2.42247525581042,-0.286573350337536,0.238293649218841,-1.20260590778211,0.229128860438304,0.898037307846901
"g__Weissella5","no_B_cell",2.01899008805238,-0.00567555705358642,0.197737600901433,-0.0287024674503638,0.977101888439026,0.999766123505785
"g__Lactococcus6","no_B_cell",6.65048419389226,-0.150186326308562,0.144594538598936,-1.03867219165958,0.29895721841666,0.999766123505785
"g__Streptococcus6","no_B_cell",16.9671398198203,0.103693492694658,0.0859708526260616,1.20614707807637,0.227760785251914,0.898037307846901
"g__Turicibacter6","no_B_cell",23.7913321760018,-0.657836374086592,0.484726399021824,-1.3571292494366,0.174740146155492,0.772033736650627
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f___g__6","no_B_cell",6068.95111483416,-0.188003804350881,0.197710349095778,-0.950905226816451,0.341652488257085,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__[Mogibacteriaceae]_g__6","no_B_cell",27.5918987456951,0.154574542731867,0.144814042566091,1.06740023269029,0.285791143438298,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__[Tissierellaceae]_g__1","no_B_cell",1.01549057834679,-0.0148819671971283,0.279196844473602,-0.0533027772043296,0.95749066746039,0.999766123505785
"g__Anaerococcus4","no_B_cell",1.06831188112753,-0.0934551821418065,0.283141576124267,-0.330065204202969,0.741350694264799,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Christensenellaceae_g__6","no_B_cell",10.31378192898,-0.526154382057285,0.19785265113917,-2.65932439635184,0.00782975342824175,0.061375163969766
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__6","no_B_cell",79.0172112213147,1.52399977576734,0.256143550686102,5.94978781111286,2.68490330544804e-09,9.32045004605533e-08
"g__02d066","no_B_cell",2.08390988824451,0.0486668057359825,0.191624786488766,0.253969262681139,0.799519304526204,0.999766123505785
"g__Candidatus Arthromitus6","no_B_cell",5.83992563219825,-1.55618100000422,0.433281198798912,-3.59161903243914,0.000328630015223391,0.00570407812137744
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium6","no_B_cell",11.709401603287,-0.0829281323432371,0.0882144601872705,-0.940074134866199,0.347179535072048,0.999766123505785
"g__Natronincola_Anaerovirgula1","no_B_cell",1.00829165812316,-0.00382713675108475,0.279237509859546,-0.0137056685293096,0.989064801040433,0.999766123505785
"g__Sarcina4","no_B_cell",1.6480574102384,0.416762437822149,0.234067051917778,1.78052585533716,0.0749899418196141,0.455563896554156
"g__SMB536","no_B_cell",4.53419900868856,-0.867213238607102,0.27717490828555,-3.12875809708463,0.0017554676405963,0.0206938354804938
"g__Thermoanaerobacterium6","no_B_cell",2.05983643874208,0.233820592415012,0.182834477289109,1.27886488304545,0.200944640782174,0.866203867900152
"g__Dehalobacterium6","no_B_cell",69.8773263170281,-0.149792032083792,0.233333082690102,-0.641966541378685,0.520894907635017,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae_g__1","no_B_cell",1.01070249277158,-0.00752169537775658,0.279218575759015,-0.0269383774246034,0.978508883856431,0.999766123505785
"g__Anaerofustis6","no_B_cell",2.15608842459039,-0.10730242011402,0.197437366483208,-0.543475746386368,0.586802285467442,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__6","no_B_cell",1608.87359259017,-0.0899330365153843,0.180651234164722,-0.497826859203084,0.618606082918784,0.999766123505785
"g__[Ruminococcus]6","no_B_cell",791.888741080002,-0.43089368458613,0.255801282980435,-1.68448601807477,0.0920877793628971,0.508575690572364
"g__Anaerostipes6","no_B_cell",2.23786882486022,-0.112457655271583,0.20630050407654,-0.545115756139211,0.585673906766248,0.999766123505785
"g__Blautia6","no_B_cell",14.7065944496737,-0.231168809073176,0.147756894920546,-1.56452129829531,0.117695195218787,0.594058885696824
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Clostridium4","no_B_cell",1.06608231817484,-0.0899845020017344,0.278975218894263,-0.322553746380751,0.747033227777975,0.999766123505785
"g__Coprococcus6","no_B_cell",126.216125447166,0.0233029406804072,0.211603927036765,0.110125275115327,0.912310023422418,0.999766123505785
"g__Dorea6","no_B_cell",90.2754965482566,-0.648023343146224,0.234897110511477,-2.75875399972006,0.0058022194661172,0.0496377243998044
"g__Epulopiscium1","no_B_cell",1.01069782366361,-0.00752161526869323,0.279218565379402,-0.0269380915215035,0.978509111891347,0.999766123505785
"g__Oribacterium1","no_B_cell",1.00829226438877,-0.00382714712935997,0.279237511195011,-0.0137057056302411,0.989064771440953,0.999766123505785
"g__Robinsoniella1","no_B_cell",1.00828962599655,-0.00382710192676879,0.279237505378585,-0.0137055440370737,0.989064900361537,0.999766123505785
"g__Roseburia6","no_B_cell",58.6591504153746,0.483051534003996,0.229218750506017,2.1073822841178,0.0350844559887402,0.258349175917087
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Ruminococcus1","no_B_cell",1.01791683604212,-0.0185486308210283,0.279173023318377,-0.0664413437965849,0.947026455313115,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Peptococcaceae_g__6","no_B_cell",19.15891528371,-0.389152203332419,0.415416638081723,-0.936775679302144,0.348873958102985,0.999766123505785
"g__rc4-44","no_B_cell",1.2993192369676,-0.393614625268688,0.326598213431138,-1.20519527995422,0.228127924105543,0.898037307846901
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Peptostreptococcaceae_g__6","no_B_cell",171.052685461424,1.09976538112307,0.361908114389411,3.03879724547909,0.0023752465430432,0.0250949960851956
"g__[Clostridium]3","no_B_cell",1.03956453496172,-0.0511325827297679,0.279546320151589,-0.18291273768884,0.854866488281242,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__6","no_B_cell",478.845620393186,0.268444906224296,0.170446448210012,1.57495159942281,0.115267616947284,0.594058885696824
"g__Anaerotruncus6","no_B_cell",6.12905015626938,-1.11082970170767,0.401081034544011,-2.76958920027363,0.00561270331753814,0.0496377243998044
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__Clostridium1","no_B_cell",1.00829532005444,-0.00382719935899743,0.279237517916515,-0.0137058923440999,0.989064622478839,0.999766123505785
"g__Faecalibacterium6","no_B_cell",3.03687270389636,-0.00997906245386298,0.16162177194208,-0.0617433055828589,0.9507672528681,0.999766123505785
"g__Oscillospira6","no_B_cell",1701.53246493158,-0.0527973516674505,0.232038538706564,-0.227536994336178,0.820006206197631,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__Ruminococcus6","no_B_cell",360.365291338055,-0.0148485534065232,0.197551748759094,-0.0751628547952284,0.94008513830025,0.999766123505785
"g__Phascolarctobacterium1","no_B_cell",1.00828827868325,-0.0038270788060067,0.279237502403806,-0.0137054613834511,0.989064966303393,0.999766123505785
"g__Sporomusa1","no_B_cell",1.00588670511393,-0.000123193698621629,0.27926181636203,-0.000441140504729523,0.999648020813548,0.999766123505785
"g__Veillonella6","no_B_cell",5.05109494370422,-0.00678352660407114,0.125319728670681,-0.0541297581476344,0.956831783422767,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Clostridia_o__SHA-98_f___g__2","no_B_cell",1.02512693545338,-0.0294918368043757,0.279184918500639,-0.105635494075975,0.915871562094661,0.999766123505785
"g__Caldicellulosiruptor6","no_B_cell",3.09946953188049,-0.0238652634069949,0.160767539960636,-0.148445783351778,0.881990970398832,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Erysipelotrichi_o__Erysipelotrichales_f__Erysipelotrichaceae_g__6","no_B_cell",91.9762720146034,2.08384895669857,0.340364442517534,6.12240497651637,9.21733875148804e-10,4.47962663322319e-08
"g__[Eubacterium]6","no_B_cell",2.17537429717517,0.193093794790845,0.18296094691998,1.05538257229996,0.291250390182619,0.999766123505785
"g__Allobaculum6","no_B_cell",2526.08042793865,0.289872690182361,0.40118833404235,0.722535192540673,0.469965496531352,0.999766123505785
"k__Bacteria_p__Firmicutes_c__Erysipelotrichi_o__Erysipelotrichales_f__Erysipelotrichaceae_g__Clostridium6","no_B_cell",2.65152323171219,0.988351423133209,0.160938338272307,6.1411807388052,8.19103188200211e-10,4.47962663322319e-08
"g__Coprobacillus6","no_B_cell",4.29768353164113,-0.360832185696644,0.195730435574385,-1.8435159797083,0.065253710787372,0.411474251777502
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o___f___g__4","no_B_cell",1.15982546979343,-0.167764519157461,0.274478571468239,-0.61121171776746,0.54105942691223,0.999766123505785
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Caulobacterales_f__Caulobacteraceae_g__6","no_B_cell",6.90455354489752,-0.289632730490267,0.22760322357085,-1.27253351664463,0.203183623334604,0.866203867900152
"g__Brevundimonas1","no_B_cell",1.00829165812316,-0.00382713675108475,0.279237509859546,-0.0137056685293096,0.989064801040433,0.999766123505785
"g__Caulobacter1","no_B_cell",1.01069661113239,-0.00752159444001769,0.279218562680859,-0.0269380171855361,0.978509171181351,0.999766123505785
"g__Mycoplana4","no_B_cell",1.06120571116253,0.778339681646758,0.221228074577972,3.51826811823755,0.000434373248929009,0.00659704371810933
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Ellin329_f___g__1","no_B_cell",1.02509445157965,-0.0294912192778097,0.279225857633305,-0.105617794597445,0.915885605674367,0.999766123505785
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Kiloniellales_f___g__1","no_B_cell",1.00588670511393,-0.000123193698621629,0.27926181636203,-0.000441140504729523,0.999648020813548,0.999766123505785
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__RF32_f___g__6","no_B_cell",2.05269575558914,-0.0313080419236735,0.197674244680503,-0.15838199849594,0.874155797857082,0.999766123505785
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f___g__6","no_B_cell",2.1007726989889,-0.014699006006159,0.194589245030102,-0.0755386352616003,0.939786158838582,0.999766123505785
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__Bradyrhizobiaceae_g__6","no_B_cell",3.06334850187552,0.0291407071910097,0.159110307305142,0.183147827972726,0.8546820290943,0.999766123505785
"g__Bosea1","no_B_cell",1.00829165812316,-0.00382713675108475,0.279237509859546,-0.0137056685293096,0.989064801040433,0.999766123505785
"g__Ochrobactrum5","no_B_cell",2.02139571881897,-0.00752160740998938,0.197729083729991,-0.0380399649262549,0.969655817670483,0.999766123505785
"g__Pseudochrobactrum1","no_B_cell",1.01552372885084,-0.0148825463966275,0.279196921484989,-0.0533048370213769,0.957489026297342,0.999766123505785
"g__Devosia5","no_B_cell",2.02380120660206,-0.00936529654173744,0.197738036602897,-0.0473621398423464,0.962224603168132,0.999766123505785
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__Methylobacteriaceae_g__6","no_B_cell",3.07057179736225,0.189704109120292,0.151778530587161,1.2498744610744,0.211345410071854,0.870456519448482
"g__Methylobacterium2","no_B_cell",1.02512334789234,0.171529038069058,0.263156526121312,0.651813734575539,0.514521340310216,0.999766123505785
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__Rhizobiaceae_g__1","no_B_cell",1.01069577511064,-0.00752158015005086,0.279213310172094,-0.0269384727591064,0.978508807818098,0.999766123505785
"g__Agrobacterium6","no_B_cell",2.05267333061534,-0.0313077733370672,0.197918534377359,-0.158185151459209,0.874310903858698,0.999766123505785
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhodospirillales_f__Acetobacteraceae_g__1","no_B_cell",1.0155089422133,-0.0148822885273806,0.279196887194062,-0.0533039199575184,0.957489756969648,0.999766123505785
"g__Acetobacter4","no_B_cell",1.05880476530117,-0.0794907700161396,0.279755639430157,-0.284143583943676,0.776300347667773,0.999766123505785
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rickettsiales_f___g__1","no_B_cell",1.00588670511393,-0.000123193698621629,0.27926181636203,-0.000441140504729523,0.999648020813548,0.999766123505785
"g__Lupinus1","no_B_cell",1.00828827868325,-0.0038270788060067,0.279237502403806,-0.0137054613834511,0.989064966303393,0.999766123505785
"g__Sarcandra4","no_B_cell",1.19590855468979,-0.266856971204156,0.281022986066981,-0.949591259202375,0.342319981542301,0.999766123505785
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Sphingomonadales_f___g__6","no_B_cell",2.03102043080047,0.0116162088315242,0.196159524414716,0.0592181739132152,0.952778334354825,0.999766123505785
